Student_ID,Gender,Age,School_Type,District,Family_Income,Parent_Education_Level,Chosen_Program,Applied_Institution,Application_Status,O_Level_Mathematics,O_Level_English,O_Level_Malay_Language,O_Level_Islamic_Religious_Knowledge,O_Level_Chemistry,O_Level_Biology,O_Level_Physics,O_Level_Combined_Science,O_Level_Commerce,O_Level_Economics,O_Level_Computer_Science,O_Level_Additional_Maths,A_Level_Mathematics,A_Level_English,A_Level_Chemistry,A_Level_Biology,A_Level_Physics,A_Level_Commerce,A_Level_Economics,A_Level_Computer_Science,O_Level_Credits,A_Level_Credits
STU1481,Male,19,Public,Brunei-Muara,8403,Diploma,ICT,Politeknik Brunei,Waiting List,B,A,D,C,A,U,A,C,C,U,A,E,,,,,,,,,8,0
STU1482,Female,19,International,Belait,5245,Masters Degree,Business,Laksamana College of Business,Accepted,C,C,C,E,A,C,A,E,D,A,B,C,,D,,,,,,,9,0
STU1483,Female,18,Public,Belait,3675,Masters Degree,ICT,Politeknik Brunei,Accepted,D,A,E,C,D,B,A,A,A,U,D,C,,,,,,,,,7,0
STU1484,Male,16,Private,Tutong,6272,Degree,Business,Laksamana College of Business,Waiting List,C,B,D,D,U,E,U,C,E,E,C,U,,,,,,,,,4,0
STU1485,Female,18,Public,Temburong,9136,Masters Degree,Engineering,IBTE,Rejected,B,U,U,D,E,E,B,A,B,E,U,C,,,,,,,,,5,0
STU1486,Male,19,International,Brunei-Muara,3698,Degree,Engineering,IBTE,Waiting List,B,C,B,E,E,B,E,B,A,C,D,A,,,,,,,,,8,0
STU1487,Male,20,Public,Tutong,2198,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,C,D,E,B,U,C,C,A,A,U,E,U,,,,,,,,,6,0
STU1488,Male,18,Public,Temburong,4504,Postgraduate,Business,Laksamana College of Business,Accepted,A,A,A,E,C,C,U,D,U,E,C,A,,,,,,,,D,7,0
STU1489,Female,17,Public,Brunei-Muara,9691,Degree,ICT,Politeknik Brunei,Waiting List,C,E,U,B,B,E,D,E,C,A,D,B,,,,,,,,,6,0
STU1490,Male,17,International,Brunei-Muara,6741,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,A,A,D,B,A,U,D,E,E,U,E,E,,,,,,,,,4,0
STU1491,Male,20,Private,Tutong,4705,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,U,E,B,C,C,A,D,C,D,U,U,E,,,,,,,,,5,0
STU1492,Female,20,Private,Tutong,5532,Diploma,Business,Laksamana College of Business,Rejected,C,C,A,E,B,D,U,C,E,E,E,D,,,,,,,,,5,0
STU1493,Female,16,Private,Brunei-Muara,6631,Degree,ICT,Politeknik Brunei,Waiting List,B,C,C,E,B,C,E,C,E,E,D,D,B,,C,C,,,,,6,3
STU1494,Female,17,Public,Tutong,3315,Diploma,ICT,Politeknik Brunei,Waiting List,E,U,E,U,A,U,E,C,C,A,B,D,,,,,,,,,5,0
STU1495,Female,19,Private,Tutong,1465,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,U,B,E,A,C,B,E,A,U,B,B,E,,,,,,,,,7,0
STU1496,Male,20,Private,Brunei-Muara,8039,Diploma,Engineering,IBTE,Rejected,B,A,E,A,C,A,C,C,A,D,D,E,D,,D,,,,,,8,0
STU1497,Male,20,Public,Tutong,8798,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,A,E,C,B,C,C,E,A,U,B,D,C,,,,,,,,,8,0
STU1498,Male,17,International,Temburong,4964,Degree,Engineering,IBTE,Waiting List,B,B,U,B,E,A,B,A,D,A,D,U,,,,,,,,,7,0
STU1499,Male,19,Public,Brunei-Muara,5311,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,A,D,C,D,C,E,U,B,A,D,E,U,,,,,,,,U,5,0
STU1500,Female,20,Public,Brunei-Muara,6367,Masters Degree,ICT,Politeknik Brunei,Rejected,U,A,B,E,A,D,E,E,A,E,A,C,,,,,,,,,6,0
STU1501,Female,18,International,Temburong,2390,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,B,E,B,A,B,C,C,B,U,D,A,D,,,,,,,,,8,0
STU1502,Female,16,Public,Brunei-Muara,1939,Degree,ICT,Politeknik Brunei,Accepted,U,D,D,E,B,U,D,U,C,C,U,C,,,,,,,,C,4,1
STU1503,Female,17,International,Belait,2000,Diploma,Engineering,IBTE,Rejected,C,A,B,C,U,E,C,A,U,D,A,A,C,,D,,,D,,,8,1
STU1504,Male,20,International,Brunei-Muara,6409,Degree,Business,Laksamana College of Business,Waiting List,E,C,B,B,B,C,D,C,D,E,A,E,,C,,,,,,,7,1
STU1505,Male,18,International,Brunei-Muara,3315,Diploma,ICT,Politeknik Brunei,Accepted,B,U,C,C,E,D,E,D,A,U,B,U,D,,,A,U,,,,5,1
STU1506,Female,19,Public,Belait,3320,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,C,A,B,C,A,B,U,B,C,B,E,E,,,C,,,,A,E,9,2
STU1507,Female,16,Private,Temburong,3378,Masters Degree,ICT,Politeknik Brunei,Rejected,D,B,U,U,D,E,D,A,E,U,U,C,,,,,,,,B,3,1
STU1508,Male,17,Private,Tutong,9864,Masters Degree,Engineering,IBTE,Waiting List,D,E,U,E,B,A,D,A,B,A,U,D,,,,,,,,,5,0
STU1509,Female,18,Public,Tutong,5075,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,B,U,E,E,D,A,U,B,U,A,U,A,,,,,,,,,5,0
STU1510,Male,16,International,Brunei-Muara,7124,Degree,Engineering,IBTE,Rejected,C,U,U,U,D,U,U,A,U,U,C,C,,D,,,,,,,4,0
STU1511,Female,20,International,Tutong,9512,Postgraduate,Engineering,IBTE,Accepted,E,U,A,C,U,D,U,C,D,C,C,E,U,,,,C,C,,,5,2
STU1512,Male,19,Public,Tutong,2096,Postgraduate,Engineering,IBTE,Accepted,B,B,A,D,D,E,C,D,C,B,E,E,,,,,,,,,6,0
STU1513,Male,19,Private,Temburong,4953,Diploma,Engineering,IBTE,Accepted,U,A,A,B,U,D,A,D,A,C,C,E,,,U,,,,C,,7,1
STU1514,Male,19,International,Brunei-Muara,9450,Masters Degree,ICT,Politeknik Brunei,Rejected,A,C,D,B,B,D,D,A,U,U,E,A,,,,,,,,,6,0
STU1515,Female,20,Public,Brunei-Muara,4644,Degree,ICT,Politeknik Brunei,Accepted,U,A,B,E,E,C,B,D,D,B,C,E,,,,C,,C,,,6,2
STU1516,Male,19,Private,Belait,9881,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,E,U,D,U,E,C,U,B,U,D,U,B,,,,,,,,,3,0
STU1517,Female,17,Private,Temburong,2625,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,B,E,B,B,C,A,A,D,D,U,U,E,,U,,B,,,,B,6,2
STU1518,Female,18,Public,Brunei-Muara,7045,Masters Degree,ICT,Politeknik Brunei,Accepted,U,A,U,D,A,U,E,C,B,E,U,C,,,,,,,,,5,0
STU1519,Male,19,International,Brunei-Muara,3802,Masters Degree,Engineering,IBTE,Waiting List,A,E,E,E,D,C,A,D,B,B,A,E,,E,B,,,,,A,6,2
STU1520,Female,20,Private,Temburong,4776,Masters Degree,ICT,Politeknik Brunei,Accepted,B,B,C,U,C,U,D,A,D,C,A,C,,,D,,,,,,8,0
STU1521,Male,20,Private,Tutong,5850,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,U,D,B,U,E,U,D,B,B,C,U,,,,D,,C,,,5,1
STU1522,Female,19,Public,Tutong,9343,Degree,Engineering,IBTE,Rejected,C,U,B,E,A,D,A,B,C,A,C,D,,,,,,,,,8,0
STU1523,Male,16,International,Tutong,7060,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,C,C,B,C,U,C,D,E,E,B,D,,,,,,,,,7,0
STU1524,Female,19,International,Brunei-Muara,4803,Masters Degree,Business,Laksamana College of Business,Accepted,E,E,C,C,A,E,U,U,U,D,C,A,,,,,,,,,5,0
STU1525,Male,16,International,Brunei-Muara,9701,Postgraduate,ICT,Politeknik Brunei,Accepted,U,U,D,D,E,D,C,C,C,D,C,A,,,,,,,,,5,0
STU1526,Male,19,Private,Belait,9852,Postgraduate,ICT,Politeknik Brunei,Waiting List,C,D,B,A,U,A,B,E,B,E,B,U,,,,D,,,,,7,0
STU1527,Female,18,Private,Tutong,6884,Degree,ICT,Politeknik Brunei,Accepted,D,U,A,U,B,U,A,A,D,D,E,D,,,,,,,,,4,0
STU1528,Female,20,Public,Brunei-Muara,6562,Masters Degree,Business,Laksamana College of Business,Rejected,B,A,E,E,A,D,U,B,B,B,A,D,,,,,,,,,7,0
STU1529,Female,20,Private,Brunei-Muara,6385,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,C,E,A,U,A,C,B,A,E,A,E,U,B,,,,,,A,C,7,3
STU1530,Male,16,International,Tutong,2955,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,D,C,B,B,D,E,U,U,D,B,E,E,,,,,,,,,4,0
STU1531,Female,19,Public,Belait,8958,Postgraduate,ICT,Politeknik Brunei,Waiting List,B,D,B,E,A,U,E,B,A,A,A,U,,E,,,,,,U,7,0
STU1532,Male,17,Public,Belait,3002,Postgraduate,Engineering,IBTE,Accepted,E,D,D,D,C,A,B,B,E,E,D,D,,,,,,,,,4,0
STU1533,Male,16,Public,Temburong,7386,Masters Degree,Business,Laksamana College of Business,Waiting List,B,U,A,D,E,E,D,U,B,E,B,C,,D,,,,,,B,5,1
STU1534,Female,19,International,Brunei-Muara,5213,Diploma,Business,Laksamana College of Business,Waiting List,B,U,A,D,U,U,B,B,D,A,A,A,,,,,,,,,7,0
STU1535,Female,18,Public,Tutong,5084,Masters Degree,Business,Laksamana College of Business,Waiting List,U,D,E,C,A,D,B,B,D,B,C,U,,,,A,,,,,6,1
STU1536,Female,20,Private,Belait,4041,Masters Degree,Engineering,IBTE,Rejected,E,A,B,A,A,U,A,D,D,B,B,E,,,,,,,,,7,0
STU1537,Female,17,Private,Tutong,7630,Degree,Engineering,IBTE,Waiting List,D,B,D,U,E,C,U,B,D,D,B,U,,,,,,,,,4,0
STU1538,Female,16,Public,Brunei-Muara,1478,Postgraduate,Engineering,IBTE,Accepted,E,E,C,E,U,U,C,E,B,C,D,U,,,,,,,,,4,0
STU1539,Female,18,Private,Temburong,8445,Postgraduate,ICT,Politeknik Brunei,Waiting List,U,D,E,C,B,U,U,C,U,A,A,D,,,,,,,,,5,0
STU1540,Male,17,Private,Brunei-Muara,3340,Diploma,ICT,Politeknik Brunei,Rejected,U,E,D,E,C,E,C,U,B,B,A,D,C,,,,,,D,,5,1
STU1541,Male,20,International,Temburong,8385,Postgraduate,ICT,Politeknik Brunei,Waiting List,A,D,A,E,D,U,A,B,C,E,U,E,,D,,E,,,,,5,0
STU1542,Female,17,Private,Belait,3161,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,U,D,C,D,U,C,C,U,E,B,C,C,C,,,,,,D,,6,1
STU1543,Male,16,International,Brunei-Muara,8329,Diploma,Engineering,IBTE,Waiting List,U,D,D,C,C,A,C,A,U,C,C,B,,,,,,D,,,8,0
STU1544,Male,18,Private,Tutong,4541,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,A,C,A,D,C,C,A,C,A,A,A,A,,E,,,B,E,,,11,1
STU1545,Male,17,Public,Temburong,4936,Diploma,ICT,Politeknik Brunei,Waiting List,D,U,E,B,C,B,E,D,C,B,A,A,,,,,,E,,,7,0
STU1546,Female,20,International,Brunei-Muara,4883,Degree,Business,Laksamana College of Business,Accepted,D,B,D,U,D,U,E,U,C,D,A,E,,,,,,,,,3,0
STU1547,Female,19,Private,Temburong,2601,Postgraduate,Engineering,IBTE,Rejected,E,C,E,E,A,C,D,E,C,D,C,D,,,,,,,,,5,0
STU1548,Male,18,Private,Tutong,9215,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,B,D,C,E,E,A,U,D,D,B,D,A,,,,,C,,,A,5,2
STU1549,Female,18,Public,Belait,9192,Masters Degree,Engineering,IBTE,Waiting List,A,E,E,C,E,E,B,D,C,A,B,C,,,,,,,,,7,0
STU1550,Male,16,Private,Tutong,6226,Degree,ICT,Politeknik Brunei,Accepted,U,A,B,A,U,B,D,U,C,E,B,E,,,,,,,,,6,0
STU1551,Male,20,International,Belait,4135,Diploma,ICT,Politeknik Brunei,Accepted,A,C,U,U,E,U,B,E,E,E,E,B,,,,,,,,,4,0
STU1552,Male,20,International,Temburong,2488,Postgraduate,ICT,Politeknik Brunei,Accepted,A,A,U,A,U,E,U,U,C,U,D,C,,,,,,,,,5,0
STU1553,Male,19,International,Brunei-Muara,2754,Masters Degree,Engineering,IBTE,Rejected,A,B,B,B,E,E,A,A,A,E,E,U,,,E,,E,,,,7,0
STU1554,Female,20,Public,Temburong,5858,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,A,U,C,U,U,E,U,C,D,E,D,A,,,,C,,,,,4,1
STU1555,Male,18,Private,Brunei-Muara,2102,Postgraduate,Engineering,IBTE,Accepted,A,C,A,B,U,A,E,D,A,C,C,E,,,,,,,,,8,0
STU1556,Male,18,International,Temburong,9793,Postgraduate,Engineering,IBTE,Accepted,U,U,B,E,U,C,U,A,A,C,C,C,,,,,,,,,7,0
STU1557,Female,16,Public,Brunei-Muara,8554,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,A,U,U,C,U,C,B,U,C,A,D,D,,,,,,,,,6,0
STU1558,Male,16,Private,Belait,5099,Degree,Engineering,IBTE,Accepted,A,C,U,U,A,D,C,E,B,B,U,U,,,,,,,,B,6,1
STU1559,Female,16,International,Brunei-Muara,8147,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,U,U,D,D,A,C,D,B,A,E,U,E,,,,,,,,,4,0
STU1560,Male,18,Public,Belait,9044,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,E,U,D,D,D,U,D,D,U,U,E,E,,,,,,,,,0,0
STU1561,Male,19,International,Brunei-Muara,3474,Diploma,ICT,Politeknik Brunei,Accepted,U,D,D,D,D,B,B,A,B,U,D,U,,E,,,,,,,4,0
STU1562,Male,17,Private,Belait,6678,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,E,C,B,E,U,A,C,A,U,B,E,D,,D,,,,,,,6,0
STU1563,Female,20,International,Belait,2280,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,A,B,D,B,D,C,U,B,U,U,D,A,U,,,,,,,B,6,1
STU1564,Female,20,Private,Belait,3505,Degree,Business,Laksamana College of Business,Rejected,U,C,A,B,C,A,A,D,E,D,B,A,,,,,,,,,8,0
STU1565,Female,19,Public,Brunei-Muara,2346,Masters Degree,ICT,Politeknik Brunei,Waiting List,A,C,A,U,C,D,A,B,U,D,D,D,,,,C,,,,,6,1
STU1566,Male,19,International,Temburong,2293,Degree,Business,Laksamana College of Business,Waiting List,E,B,C,B,E,A,A,B,B,B,D,E,,,,,,,,,8,0
STU1567,Female,17,Private,Brunei-Muara,5504,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,C,D,C,C,B,U,A,D,A,B,C,B,,,A,,,,U,,9,1
STU1568,Female,19,Private,Temburong,1186,Masters Degree,Engineering,IBTE,Waiting List,E,C,C,A,A,U,B,C,D,C,U,E,,,C,,,,,,7,1
STU1569,Male,17,International,Temburong,7767,Degree,ICT,Politeknik Brunei,Accepted,D,D,E,E,C,B,B,A,U,U,C,D,,E,,,,,,C,5,1
STU1570,Female,17,Private,Brunei-Muara,9706,Degree,ICT,Politeknik Brunei,Accepted,A,D,C,E,C,C,D,C,C,E,A,C,,,,,,,,,8,0
STU1571,Female,16,Private,Belait,5351,Masters Degree,Engineering,IBTE,Waiting List,D,D,B,B,U,B,C,E,E,E,E,B,,,,,,,,,5,0
STU1572,Female,16,International,Belait,7833,Postgraduate,Engineering,IBTE,Rejected,C,D,C,B,B,C,A,D,A,E,C,B,,,,,,,,,9,0
STU1573,Female,18,Private,Brunei-Muara,8132,Postgraduate,ICT,Politeknik Brunei,Waiting List,C,U,E,E,B,E,A,E,U,B,E,E,D,,,,U,,,,4,0
STU1574,Male,20,International,Temburong,9365,Degree,ICT,Politeknik Brunei,Rejected,U,A,C,C,D,C,A,U,E,B,E,U,,,,B,,,,,6,1
STU1575,Female,16,Private,Belait,5267,Postgraduate,ICT,Politeknik Brunei,Waiting List,E,A,B,E,D,D,B,B,B,D,D,U,,,,,,,,,5,0
STU1576,Male,20,Private,Tutong,8401,Masters Degree,Engineering,IBTE,Accepted,A,D,B,C,U,D,E,B,E,B,U,C,,,,,D,,,,6,0
STU1577,Male,16,International,Brunei-Muara,6663,Diploma,ICT,Politeknik Brunei,Waiting List,B,D,E,B,E,B,U,A,D,C,D,B,,,E,,D,,,,6,0
STU1578,Female,18,International,Temburong,5539,Degree,ICT,Politeknik Brunei,Rejected,A,D,A,A,A,A,D,A,A,B,E,E,,,,,,,,,8,0
STU1579,Female,20,Private,Temburong,4505,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,E,U,C,B,U,C,C,D,U,D,U,,,,,,,,,5,0
STU1580,Female,20,International,Tutong,7769,Masters Degree,ICT,Politeknik Brunei,Accepted,C,C,E,B,E,C,B,E,A,A,E,U,E,,,,,,,,7,0
STU1581,Male,16,Private,Brunei-Muara,7099,Degree,ICT,Politeknik Brunei,Rejected,D,D,B,C,U,A,B,A,A,C,A,D,,,,,,,,,8,0
STU1582,Male,18,Private,Temburong,3111,Postgraduate,Engineering,IBTE,Waiting List,B,E,C,B,A,B,B,A,U,U,A,A,,,,,,,,,9,0
STU1583,Female,17,Private,Belait,4737,Diploma,Business,Laksamana College of Business,Waiting List,D,B,B,B,U,A,E,E,D,A,D,A,,,,,,,,A,6,1
STU1584,Male,19,Public,Tutong,5025,Masters Degree,ICT,Politeknik Brunei,Accepted,D,B,A,B,B,D,C,B,A,C,U,C,C,,,,,E,,,9,1
STU1585,Male,16,International,Tutong,7905,Diploma,Business,Laksamana College of Business,Accepted,B,D,D,C,U,A,E,E,C,B,U,U,,,,,,,,,5,0
STU1586,Male,18,Public,Belait,3252,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,A,E,B,C,U,C,C,D,U,C,U,U,,,,,,,B,C,6,2
STU1587,Female,20,Private,Temburong,7689,Degree,Business,Laksamana College of Business,Accepted,U,E,D,U,B,B,E,E,B,U,E,A,,,,,,,,,4,0
STU1588,Female,20,International,Belait,2958,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,U,U,E,A,D,U,A,B,D,E,B,E,,,,,,,,,4,0
STU1589,Female,20,Public,Temburong,5848,Masters Degree,ICT,Politeknik Brunei,Accepted,D,D,U,D,C,A,A,C,E,D,E,B,,,,,,,,,5,0
STU1590,Male,18,International,Belait,1320,Postgraduate,Business,Laksamana College of Business,Accepted,B,U,C,U,D,U,E,B,A,U,C,A,U,,,A,,B,,,6,2
STU1591,Female,18,Private,Temburong,3715,Degree,Engineering,IBTE,Waiting List,U,A,U,B,B,C,A,A,U,U,E,U,U,,,D,,,D,,6,0
STU1592,Female,19,Public,Belait,8022,Diploma,Business,Laksamana College of Business,Rejected,E,B,B,A,B,A,E,B,A,E,B,E,D,,,,,,E,B,8,1
STU1593,Male,19,Public,Brunei-Muara,6182,Masters Degree,Engineering,IBTE,Accepted,B,D,E,B,E,A,U,C,B,E,A,A,,,,,,,,,7,0
STU1594,Female,17,Public,Temburong,8191,Diploma,Business,Laksamana College of Business,Rejected,A,D,D,U,B,U,B,E,C,B,D,A,,,,D,,,,,6,0
STU1595,Female,20,Private,Tutong,3032,Degree,Engineering,IBTE,Rejected,U,D,A,C,E,A,E,A,U,C,A,D,,,,,,,,,6,0
STU1596,Female,17,Public,Temburong,3957,Diploma,ICT,Politeknik Brunei,Rejected,D,D,E,E,A,D,B,A,E,A,U,U,,D,,,,,,,4,0
STU1597,Female,16,Private,Tutong,8033,Postgraduate,Business,Laksamana College of Business,Rejected,D,B,A,B,U,D,B,D,E,U,D,D,,,,A,,C,D,,4,2
STU1598,Male,16,Public,Temburong,1922,Degree,Business,Laksamana College of Business,Rejected,C,B,A,E,B,A,B,A,B,C,D,U,,A,U,,,,,,9,1
STU1599,Male,17,International,Brunei-Muara,7758,Masters Degree,Engineering,IBTE,Waiting List,B,B,U,A,A,E,A,C,A,E,U,U,,,,,,,,,7,0
STU1600,Female,18,International,Belait,5250,Degree,ICT,Politeknik Brunei,Accepted,D,A,B,U,D,D,C,U,B,C,A,D,A,,E,,A,,,,6,2
STU1601,Male,19,International,Belait,9028,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,D,B,C,U,E,U,C,E,C,D,C,E,,,,C,,,,,5,1
STU1602,Male,16,Private,Brunei-Muara,6226,Degree,ICT,Politeknik Brunei,Waiting List,A,D,C,E,C,U,B,U,E,C,E,B,,,,,,,,,6,0
STU1603,Male,18,International,Brunei-Muara,2063,Postgraduate,Business,Laksamana College of Business,Waiting List,C,D,U,C,A,A,B,C,D,C,D,A,,,,B,,,U,,8,1
STU1604,Female,17,Public,Tutong,4913,Degree,Business,Laksamana College of Business,Rejected,D,C,C,U,C,C,C,D,B,E,B,D,C,,,A,,,D,,7,2
STU1605,Male,17,Private,Tutong,3652,Postgraduate,ICT,Politeknik Brunei,Rejected,E,B,E,E,A,B,A,D,U,C,B,C,,B,B,,,,,,7,2
STU1606,Female,19,Private,Belait,7383,Diploma,ICT,Politeknik Brunei,Waiting List,A,U,U,A,E,B,U,D,B,A,B,C,,,,,,B,D,,7,1
STU1607,Male,20,International,Brunei-Muara,1386,Degree,ICT,Politeknik Brunei,Waiting List,C,A,D,A,D,A,D,E,B,D,D,B,,A,,,,,,E,6,1
STU1608,Male,20,Public,Brunei-Muara,7437,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,D,D,U,B,C,U,U,B,A,A,U,D,C,,D,,,,E,,5,1
STU1609,Female,16,Private,Belait,8053,Masters Degree,Business,Laksamana College of Business,Waiting List,E,E,B,E,E,D,U,E,E,C,B,U,,,,,,,,,3,0
STU1610,Male,16,Public,Belait,3777,Postgraduate,ICT,Politeknik Brunei,Waiting List,C,E,C,A,C,C,B,U,B,A,B,B,E,,,,C,,,,10,1
STU1611,Female,20,Private,Belait,5834,Masters Degree,Engineering,IBTE,Waiting List,A,B,C,A,C,B,B,B,C,E,B,C,,,,,,D,B,U,11,1
STU1612,Male,18,International,Belait,8605,Degree,Business,Laksamana College of Business,Rejected,D,A,B,A,D,E,D,C,B,B,E,A,,,D,D,C,,,,7,1
STU1613,Male,18,International,Belait,7848,Postgraduate,Business,Laksamana College of Business,Accepted,E,A,E,A,A,A,A,U,D,C,E,D,,,,,,,,,6,0
STU1614,Female,18,International,Temburong,9459,Degree,Engineering,IBTE,Waiting List,A,A,C,B,A,U,A,A,U,C,D,D,,,,,,,,,8,0
STU1615,Male,16,Private,Belait,7088,Masters Degree,Engineering,IBTE,Accepted,E,U,U,E,A,E,C,E,C,B,B,C,,,,,,,,,6,0
STU1616,Male,17,International,Temburong,2415,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,D,E,D,C,A,U,D,E,A,E,A,D,,,,,,,,,4,0
STU1617,Male,17,International,Temburong,7970,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,U,D,E,D,A,C,A,U,E,A,C,B,,,,,,,,,6,0
STU1618,Male,18,Private,Belait,3983,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,B,D,D,C,E,A,A,U,C,B,D,B,,,,,,,,,7,0
STU1619,Male,19,Public,Belait,2487,Degree,ICT,Politeknik Brunei,Waiting List,U,U,A,D,D,C,E,C,C,B,B,U,,,,,,,,,6,0
STU1620,Male,18,Public,Tutong,2371,Masters Degree,Business,Laksamana College of Business,Accepted,B,D,U,U,E,A,C,C,A,C,D,E,,,,,,,,,6,0
STU1621,Male,17,Public,Temburong,4909,Masters Degree,Business,Laksamana College of Business,Rejected,B,C,C,C,E,C,B,D,U,E,E,A,,,,U,,,,,7,0
STU1622,Male,20,Private,Brunei-Muara,4017,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,A,E,A,U,D,B,D,A,C,D,B,D,,,,,,,,,6,0
STU1623,Female,20,International,Brunei-Muara,6792,Postgraduate,Engineering,IBTE,Waiting List,D,E,B,D,D,A,A,A,D,U,D,A,,,,,,,,,5,0
STU1624,Male,20,International,Brunei-Muara,7489,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,U,D,C,E,B,B,U,B,U,C,C,E,,,,,,,,,6,0
STU1625,Female,17,Public,Tutong,5353,Degree,ICT,Politeknik Brunei,Rejected,A,D,A,U,C,E,C,C,D,B,U,D,,,,,A,,,,6,1
STU1626,Male,19,Private,Temburong,4651,Postgraduate,ICT,Politeknik Brunei,Waiting List,B,U,E,U,D,B,C,C,E,C,C,U,,,,,,,,,6,0
STU1627,Female,19,International,Temburong,8853,Diploma,ICT,Politeknik Brunei,Accepted,U,U,B,A,U,U,D,A,D,B,D,C,E,A,,,,,A,,5,2
STU1628,Male,17,Public,Brunei-Muara,5043,Diploma,Engineering,IBTE,Accepted,C,D,U,C,D,C,U,A,D,C,E,U,,,,,,,B,,5,1
STU1629,Male,19,International,Belait,3127,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,B,U,E,D,A,B,D,B,B,C,A,,,,,,,,,8,0
STU1630,Female,18,Public,Tutong,5930,Degree,Engineering,IBTE,Waiting List,B,D,E,A,E,C,A,E,D,C,E,B,,,,,,,,,6,0
STU1631,Female,18,International,Temburong,9105,Degree,Engineering,IBTE,Accepted,A,A,A,D,B,C,B,D,C,U,B,E,,,,,,,,,8,0
STU1632,Female,16,Public,Brunei-Muara,8535,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,E,C,U,U,D,D,D,U,A,E,E,,,,,,,,,3,0
STU1633,Male,16,Public,Brunei-Muara,6789,Degree,Engineering,IBTE,Waiting List,A,E,B,C,C,E,A,E,E,C,U,B,,,,,,,,,7,0
STU1634,Male,17,Private,Temburong,6906,Postgraduate,Business,Laksamana College of Business,Accepted,B,A,B,U,B,D,D,D,D,B,E,C,,,,B,,,,,6,1
STU1635,Female,18,Private,Belait,5138,Masters Degree,ICT,Politeknik Brunei,Accepted,U,E,C,U,D,C,B,U,D,C,B,B,,,,,,E,E,,6,0
STU1636,Male,17,International,Belait,9128,Postgraduate,ICT,Politeknik Brunei,Rejected,E,B,A,E,A,C,A,B,B,B,E,C,B,,,,,,,,9,1
STU1637,Male,20,Private,Tutong,6853,Diploma,ICT,Politeknik Brunei,Waiting List,B,C,D,B,E,C,E,U,B,C,E,C,,E,,,,,,,7,0
STU1638,Male,20,Private,Brunei-Muara,1807,Diploma,Engineering,IBTE,Waiting List,B,D,C,B,B,U,C,E,C,E,D,D,C,,,,A,,,,6,2
STU1639,Male,20,Public,Tutong,2348,Postgraduate,Engineering,IBTE,Accepted,B,A,C,U,D,E,A,B,A,B,A,U,,,,,,,,,8,0
STU1640,Female,20,Public,Temburong,9977,Degree,Engineering,IBTE,Rejected,E,B,U,A,C,E,U,D,C,E,A,U,,,,,,,,,5,0
STU1641,Male,17,International,Brunei-Muara,8041,Degree,Engineering,IBTE,Waiting List,A,E,E,D,U,E,C,C,C,U,U,U,,,,,,,,,4,0
