Student_ID,Age,Gender,School_Type,District,O_Level_Results,A_Level_Results,O_Level_Credits,A_Level_Credits,Preferred_Program,Preferred_Institution,Enrolled,Program,Success_Level,Previous_Achievements,Extra_Curricular,Interest_Areas,Recommended_Program,Household_Income,Parental_Education,Attendance,Study_Hours
STU1507,18,Male,Private,Belait,8.61,3.78,4,4,Education,Micronet International College,1,Health Sciences,Medium,Sports,1,Technology,IT,2707,Masters,83.04,8
STU1508,18,Male,Private,Belait,6.6,8.6,7,1,Education,Politeknik Brunei,1,Education,High,Sports,1,Arts,Business,1277,Degree,79.24,9
STU1509,18,Female,Public,Brunei-Muara,3.14,7.38,8,4,Education,Universiti Brunei Darussalam,0,Business,Medium,Sports,1,Science,Education,1275,Degree,83.35,11
STU1510,19,Male,Private,Tutong,5.64,2.14,9,1,Business,International Graduate Studies College,0,Business,Low,Science Fair,0,Science,Education,3438,Masters,78.74,15
STU1511,20,Male,Private,Temburong,5.51,6.93,5,3,Engineering,Universiti Brunei Darussalam,1,Engineering,High,Arts,1,Humanities,Health Sciences,3598,Diploma,93.71,9
STU1512,17,Female,Private,Tutong,8.43,7.92,9,1,Business,International Graduate Studies College,0,Engineering,Low,Sports,1,Technology,Education,3030,High School,88.47,17
STU1513,21,Female,Public,Tutong,3.77,6.89,7,1,Education,Universiti Brunei Darussalam,0,Health Sciences,Low,Science Fair,1,Arts,Education,2348,Degree,87.46,8
STU1514,21,Male,Public,Belait,5.17,8.02,8,1,Engineering,Micronet International College,1,Education,Medium,Sports,0,Technology,Engineering,4929,Masters,96.03,10
STU1515,20,Female,Private,Belait,3.47,4.12,4,2,Engineering,Politeknik Brunei,1,Engineering,Medium,Arts,0,Humanities,Health Sciences,3907,Masters,80.84,11
STU1516,17,Male,Private,Tutong,6.32,5.84,4,2,Health Sciences,International Graduate Studies College,0,Business,High,Sports,1,Arts,Business,4487,Degree,97.83,10
STU1517,17,Female,Public,Tutong,5,5.75,6,4,Education,Universiti Brunei Darussalam,0,IT,High,Arts,1,Business,Engineering,2193,High School,93.97,8
STU1518,21,Female,Public,Brunei-Muara,5.28,3.21,7,3,Engineering,International Graduate Studies College,0,Education,Medium,Sports,0,Humanities,Engineering,4385,Degree,89.38,13
STU1519,21,Male,Public,Tutong,6.98,5.71,7,1,Health Sciences,Micronet International College,1,Engineering,High,Arts,1,Humanities,Business,4711,High School,87.97,13
STU1520,19,Male,Private,Brunei-Muara,4.17,6.8,8,3,IT,Politeknik Brunei,0,Education,High,Sports,0,Humanities,IT,2001,Diploma,79.17,18
STU1521,17,Male,Public,Brunei-Muara,5.24,4.85,5,4,IT,Micronet International College,1,IT,Medium,Arts,1,Science,Engineering,1263,Degree,89.17,5
STU1522,17,Female,Private,Brunei-Muara,6.33,3.52,8,2,IT,Universiti Brunei Darussalam,1,Engineering,Medium,Debate,0,Science,IT,2562,High School,87.85,11
STU1523,21,Female,Public,Brunei-Muara,6.48,4.16,7,4,Health Sciences,International Graduate Studies College,0,Engineering,High,None,0,Arts,Health Sciences,1275,High School,96.71,9
STU1524,18,Female,Private,Belait,8.82,5.69,7,4,Business,Micronet International College,0,Health Sciences,High,Arts,1,Arts,Health Sciences,3894,Masters,98.44,17
STU1525,17,Female,Private,Temburong,4.54,5.86,8,1,Health Sciences,International Graduate Studies College,0,IT,Low,Debate,1,Humanities,IT,4195,Diploma,90.04,17
STU1526,18,Male,Private,Belait,2.96,2.71,7,2,Engineering,Politeknik Brunei,1,Business,Low,Arts,0,Arts,IT,4681,High School,75.46,13
STU1527,20,Male,Private,Tutong,5.84,2.05,5,1,Education,Micronet International College,1,Business,High,None,1,Business,Education,2243,Masters,83.73,7
STU1528,17,Female,Public,Tutong,3.23,3.04,8,1,Engineering,Universiti Brunei Darussalam,1,Education,Low,Science Fair,1,Technology,Health Sciences,2369,Degree,99.26,17
STU1529,20,Male,Public,Temburong,4.68,3.47,8,3,Health Sciences,Politeknik Brunei,0,IT,Medium,Sports,1,Technology,Business,3351,Diploma,92.87,8
STU1530,18,Male,Private,Temburong,4.94,8.22,4,3,Health Sciences,Politeknik Brunei,0,IT,Low,Arts,0,Science,Business,2499,High School,92.3,16
STU1531,17,Male,Private,Temburong,7.99,7.01,7,4,Business,Micronet International College,1,Engineering,Medium,Sports,1,Arts,Health Sciences,4064,Diploma,94.19,6
STU1532,17,Male,Private,Tutong,5.14,3.93,4,2,Education,Politeknik Brunei,0,Business,Low,Arts,0,Science,Health Sciences,3575,Masters,92.79,6
STU1533,19,Female,Public,Tutong,4.43,2.46,5,4,Health Sciences,International Graduate Studies College,0,Education,Medium,Sports,1,Technology,IT,2346,Degree,92.19,19
STU1534,21,Male,Public,Temburong,2.12,6.54,4,4,Business,Politeknik Brunei,1,Health Sciences,High,None,1,Science,Education,1368,Degree,97.27,11
STU1535,19,Male,Private,Temburong,6.33,6.13,4,2,Education,Politeknik Brunei,1,Engineering,High,None,0,Humanities,Engineering,3271,Masters,96.97,12
STU1536,21,Male,Public,Belait,5.85,7.22,6,4,Business,Universiti Brunei Darussalam,1,Business,High,Arts,1,Business,IT,2321,Diploma,79.56,12
STU1537,18,Male,Private,Tutong,8.2,3.31,7,2,Health Sciences,International Graduate Studies College,1,IT,Low,Sports,1,Business,Education,1009,Masters,78.57,13
STU1538,18,Male,Public,Temburong,2.2,5.74,7,3,Education,Politeknik Brunei,0,Engineering,Low,None,0,Business,Business,4687,High School,78.42,13
STU1539,17,Female,Private,Brunei-Muara,2.61,6.34,8,3,Business,Universiti Brunei Darussalam,0,Engineering,Medium,Arts,0,Technology,Engineering,4743,Diploma,94.72,10
STU1540,17,Male,Public,Brunei-Muara,5.52,8.12,7,1,Engineering,Universiti Brunei Darussalam,1,Health Sciences,Medium,Science Fair,1,Science,Business,2243,Diploma,92.5,8
STU1541,17,Female,Public,Tutong,5.14,3.95,6,4,Business,Universiti Brunei Darussalam,1,Engineering,High,Science Fair,0,Humanities,Engineering,4900,High School,75.19,14
STU1542,21,Male,Private,Brunei-Muara,8.72,5.97,7,1,Engineering,Universiti Brunei Darussalam,1,Health Sciences,High,Arts,1,Humanities,Engineering,4910,Degree,96.98,5
STU1543,19,Female,Public,Tutong,6.19,2.85,7,2,Health Sciences,Politeknik Brunei,0,Education,Low,None,1,Humanities,Health Sciences,1394,Degree,81.58,9
STU1544,19,Male,Private,Belait,6.19,8.51,4,4,Business,Universiti Brunei Darussalam,0,Health Sciences,Medium,None,1,Humanities,Business,3653,Degree,78.28,9
STU1545,20,Female,Private,Brunei-Muara,6.2,6.9,9,1,Health Sciences,Universiti Brunei Darussalam,1,Health Sciences,High,Arts,0,Arts,Health Sciences,4739,Degree,99.68,19
STU1546,17,Male,Public,Belait,8.77,5.67,9,4,Business,Universiti Brunei Darussalam,1,Education,Medium,None,1,Arts,Health Sciences,4982,Degree,83.83,12
STU1547,19,Female,Public,Tutong,2.82,2.12,6,2,Business,Micronet International College,0,Engineering,Low,Arts,1,Business,Business,2113,Masters,96.41,14
STU1548,17,Male,Private,Belait,3.07,6.22,8,2,Health Sciences,Micronet International College,1,Engineering,High,Debate,0,Technology,Health Sciences,3017,High School,87.7,12
STU1549,19,Female,Private,Tutong,4.66,6.4,6,4,IT,International Graduate Studies College,1,IT,Medium,Sports,0,Humanities,Health Sciences,4871,Degree,96.89,7
STU1550,20,Female,Private,Tutong,6.18,5.65,6,1,IT,Micronet International College,0,Engineering,Low,None,1,Humanities,Health Sciences,4309,High School,98.25,14
STU1551,18,Female,Private,Tutong,7.31,2.76,9,4,Business,Micronet International College,1,Education,High,None,0,Science,Business,4655,Degree,93.53,10
STU1552,17,Male,Private,Tutong,5.82,2.17,9,4,Education,Politeknik Brunei,0,IT,Medium,Science Fair,1,Arts,Education,3788,High School,77.61,10
STU1553,20,Female,Public,Tutong,4.37,8.82,5,2,Engineering,Politeknik Brunei,0,Engineering,High,Sports,0,Business,Health Sciences,3786,Diploma,81.79,16
STU1554,19,Male,Private,Tutong,8.94,8.62,9,4,Business,Universiti Brunei Darussalam,1,Business,Low,Arts,1,Business,Health Sciences,1683,Degree,86.86,8
STU1555,20,Male,Private,Temburong,3.84,5.73,5,1,Health Sciences,International Graduate Studies College,0,Health Sciences,Low,Sports,1,Humanities,Health Sciences,2836,High School,97.59,18
STU1556,19,Male,Private,Temburong,3.61,2.87,5,4,Education,International Graduate Studies College,1,IT,Medium,Arts,0,Science,Engineering,4195,Degree,90.77,14
STU1557,18,Male,Public,Belait,8.19,7.73,4,3,Business,Politeknik Brunei,0,Education,High,Science Fair,1,Business,IT,2407,High School,86.35,10
STU1558,17,Male,Public,Belait,5.43,2.9,7,2,IT,Micronet International College,1,Engineering,High,None,1,Technology,Business,2044,Masters,99.17,9
STU1559,17,Female,Public,Temburong,4.46,8.57,6,2,Engineering,Politeknik Brunei,1,Education,Medium,Science Fair,1,Technology,Education,3258,High School,90.9,14
STU1560,21,Male,Public,Temburong,6.59,6.9,7,1,Business,Universiti Brunei Darussalam,1,Business,Medium,Arts,1,Business,Engineering,1416,Diploma,97.95,7
STU1561,18,Female,Private,Belait,4.4,3.06,9,4,IT,Politeknik Brunei,1,Business,Medium,Arts,0,Business,Education,1994,High School,92.4,12
STU1562,17,Female,Public,Tutong,6.29,7.5,8,4,Business,Universiti Brunei Darussalam,0,Business,Low,Arts,1,Business,Engineering,2167,Degree,86.03,11
STU1563,17,Female,Private,Belait,2.63,6.14,8,4,Engineering,International Graduate Studies College,0,Engineering,Medium,Sports,0,Arts,Health Sciences,1770,Diploma,81.86,5
STU1564,19,Male,Public,Brunei-Muara,7.74,2.59,6,3,Education,Micronet International College,1,Business,Medium,Debate,0,Business,Health Sciences,2489,High School,99.94,11
STU1565,21,Male,Public,Temburong,3.04,5.93,4,2,IT,International Graduate Studies College,1,Health Sciences,Low,None,1,Humanities,Engineering,2874,High School,77.82,18
STU1566,17,Female,Private,Tutong,4.86,2.39,4,2,Engineering,Universiti Brunei Darussalam,1,Education,Low,Science Fair,1,Humanities,Business,1189,Diploma,94.96,17
STU1567,21,Male,Public,Belait,5.13,3.3,4,3,Education,Politeknik Brunei,1,Business,High,Sports,0,Arts,Education,3972,Masters,87.82,5
STU1568,17,Female,Private,Temburong,6.43,7.87,8,1,IT,International Graduate Studies College,1,Engineering,Medium,Science Fair,1,Science,Engineering,1876,Diploma,89.97,9
STU1569,18,Female,Private,Belait,8.02,7.1,7,2,Business,International Graduate Studies College,0,IT,Low,Arts,1,Science,Education,4507,Diploma,79.38,8
STU1570,21,Female,Public,Temburong,6.82,2.26,5,1,Business,International Graduate Studies College,1,Business,Low,Science Fair,0,Arts,Health Sciences,1784,Masters,89.8,6
STU1571,19,Male,Public,Temburong,5.94,2.42,9,2,Education,Universiti Brunei Darussalam,0,IT,Medium,Science Fair,1,Business,Engineering,3640,Degree,86.29,8
STU1572,17,Female,Private,Temburong,5.08,8.83,5,2,Education,Universiti Brunei Darussalam,1,IT,Low,Debate,1,Humanities,Engineering,1269,Diploma,78.51,6
STU1573,17,Female,Public,Belait,3.17,6.68,8,1,Education,Micronet International College,1,Business,High,Arts,1,Arts,Business,2347,High School,77.16,10
STU1574,18,Male,Public,Brunei-Muara,8.46,2.71,7,3,IT,Politeknik Brunei,1,IT,Medium,Sports,1,Arts,Education,1611,Degree,82.91,8
STU1575,21,Female,Public,Temburong,2.41,2.72,7,4,Education,Universiti Brunei Darussalam,0,Education,Medium,Sports,0,Business,Health Sciences,4874,Degree,76.77,12
STU1576,21,Female,Private,Temburong,3.66,8.35,4,3,Education,Politeknik Brunei,1,Business,Low,Sports,0,Arts,Business,1555,Masters,85.18,17
STU1577,20,Male,Public,Belait,2.17,3.25,9,2,Engineering,International Graduate Studies College,0,Engineering,Low,Sports,1,Technology,Education,3316,Diploma,80.21,11
STU1578,20,Male,Public,Brunei-Muara,3.84,6.94,5,3,Health Sciences,Micronet International College,1,Education,Medium,None,1,Arts,Business,4526,Diploma,79.77,11
STU1579,19,Female,Public,Belait,5.22,8.63,6,3,IT,Politeknik Brunei,0,Engineering,Low,Science Fair,1,Science,Health Sciences,3902,Diploma,93.35,10
STU1580,17,Male,Private,Brunei-Muara,6.23,4.7,7,2,Engineering,International Graduate Studies College,0,Business,High,Sports,0,Science,Education,2059,Degree,91.28,19
STU1581,17,Male,Private,Brunei-Muara,8.11,3.15,7,1,Health Sciences,Universiti Brunei Darussalam,0,IT,Low,Arts,1,Science,Business,4727,Degree,95.04,19
STU1582,18,Male,Public,Brunei-Muara,3.43,3.54,9,3,Health Sciences,Politeknik Brunei,1,Business,Low,None,0,Technology,IT,1633,Diploma,90.56,8
STU1583,20,Female,Private,Belait,6.82,7.1,5,1,Health Sciences,International Graduate Studies College,0,Education,Low,Arts,0,Business,Business,1970,Degree,96.84,15
STU1584,21,Male,Private,Tutong,7.46,8.73,9,3,Health Sciences,Micronet International College,0,Business,Low,Science Fair,1,Humanities,Education,1585,Masters,82.77,19
STU1585,20,Male,Public,Temburong,6.24,6.3,7,1,Engineering,International Graduate Studies College,1,Business,Medium,None,0,Science,IT,3991,Degree,88.04,11
STU1586,19,Male,Public,Belait,7.85,4.22,7,4,Engineering,Micronet International College,0,Business,High,None,0,Science,Education,3111,High School,95.21,16
STU1587,18,Male,Private,Belait,8.7,5.52,6,1,Engineering,Micronet International College,1,Education,High,Science Fair,1,Science,Engineering,4341,High School,89.67,19
STU1588,20,Female,Public,Belait,2.47,4.85,9,4,IT,Micronet International College,1,Engineering,Low,Sports,1,Humanities,Education,3668,Degree,91.37,10
STU1589,17,Female,Public,Belait,7.81,4.73,6,2,IT,Universiti Brunei Darussalam,0,Engineering,High,None,1,Science,IT,1034,Diploma,96.42,18
STU1590,21,Female,Private,Tutong,5.07,3.01,6,3,Engineering,Universiti Brunei Darussalam,0,Business,Low,Arts,0,Arts,Engineering,4196,Masters,92.28,16
STU1591,18,Female,Private,Belait,2.54,3.83,9,1,Business,Universiti Brunei Darussalam,0,Education,Medium,Arts,1,Arts,Education,1353,Masters,92.1,11
STU1592,18,Female,Private,Temburong,3.79,2.95,7,4,Education,International Graduate Studies College,1,Engineering,High,Debate,1,Technology,Business,1127,Degree,97.84,8
STU1593,19,Female,Public,Temburong,4.65,7.61,5,4,Education,Universiti Brunei Darussalam,0,IT,Low,Arts,1,Arts,Health Sciences,1633,Diploma,93.3,13
STU1594,17,Male,Private,Tutong,2.06,3.27,6,4,Engineering,International Graduate Studies College,0,Health Sciences,Medium,Sports,1,Business,Business,4844,Degree,98.83,17
STU1595,19,Female,Public,Temburong,8.78,4.58,9,1,Health Sciences,Politeknik Brunei,1,IT,Low,Sports,1,Technology,Engineering,1401,Masters,88.92,10
STU1596,20,Male,Private,Temburong,3,2.24,9,1,IT,International Graduate Studies College,0,Health Sciences,Medium,Sports,0,Technology,IT,4412,High School,86.06,10
STU1597,17,Male,Private,Temburong,5.07,5.41,7,3,Business,International Graduate Studies College,0,Business,Low,None,0,Humanities,IT,2662,High School,97.88,5
STU1598,18,Female,Public,Temburong,2.12,8.46,8,1,Engineering,Politeknik Brunei,1,Health Sciences,Low,None,0,Business,Business,1963,High School,89.13,7
STU1599,21,Male,Private,Brunei-Muara,5.52,7.97,4,1,Engineering,Universiti Brunei Darussalam,1,Health Sciences,Medium,Arts,0,Technology,Education,2491,Degree,92.83,15
STU1600,20,Female,Private,Brunei-Muara,3.89,2.56,9,3,Education,Universiti Brunei Darussalam,0,IT,Medium,None,0,Humanities,Education,1300,High School,99.69,19
STU1601,21,Female,Public,Brunei-Muara,3.09,7.61,8,3,IT,International Graduate Studies College,1,Health Sciences,Medium,Debate,1,Technology,IT,3290,Degree,89.22,8
STU1602,19,Female,Public,Brunei-Muara,3.48,6.63,7,4,Education,Micronet International College,1,Health Sciences,Medium,Arts,1,Science,Health Sciences,4298,Masters,86.56,7
STU1603,17,Male,Public,Tutong,3,3.97,4,4,Business,Politeknik Brunei,1,Business,Medium,Arts,0,Humanities,Business,1449,Degree,95.59,7
STU1604,20,Female,Public,Temburong,8.29,7.31,9,1,IT,Universiti Brunei Darussalam,1,Engineering,Medium,None,1,Business,IT,3095,High School,85.62,10
STU1605,19,Female,Private,Brunei-Muara,8.79,6.48,4,1,Business,Politeknik Brunei,0,Education,Medium,Arts,1,Business,IT,2856,Diploma,81.21,6
STU1606,20,Female,Private,Temburong,7.48,5.35,9,3,Health Sciences,Universiti Brunei Darussalam,0,Business,High,Arts,0,Arts,Health Sciences,2850,Masters,86.62,16
STU1607,18,Female,Public,Belait,5.57,4.47,9,3,Health Sciences,International Graduate Studies College,1,Engineering,Low,None,1,Humanities,Engineering,3468,High School,99.01,8
STU1608,17,Female,Public,Belait,3.82,6.55,5,2,Education,Universiti Brunei Darussalam,1,Education,Low,None,0,Business,IT,2772,Masters,92.46,13
STU1609,18,Male,Private,Temburong,2.99,8.64,7,2,Business,Politeknik Brunei,0,Education,Low,None,0,Technology,Education,4844,Degree,90.65,7
STU1610,21,Male,Private,Temburong,8.58,7.71,9,2,Business,Universiti Brunei Darussalam,0,Education,Medium,Sports,0,Technology,Health Sciences,2071,Diploma,93.76,13
STU1611,17,Female,Public,Brunei-Muara,6.88,8.05,4,1,Business,Politeknik Brunei,1,Engineering,Low,Debate,1,Arts,Health Sciences,2370,Masters,99.71,10
STU1612,18,Male,Private,Brunei-Muara,3.49,7.67,6,1,Business,Politeknik Brunei,1,IT,Low,None,0,Science,Education,2793,Masters,76.5,19
STU1613,18,Male,Private,Brunei-Muara,8.7,8,5,1,Business,Micronet International College,1,IT,High,None,1,Humanities,Business,4341,Degree,77.42,18
STU1614,18,Male,Private,Tutong,6.78,4.78,7,2,Health Sciences,Politeknik Brunei,0,IT,Low,Sports,0,Science,IT,3381,Diploma,75.99,18
STU1615,19,Female,Public,Tutong,2.4,5.81,5,4,Business,Universiti Brunei Darussalam,0,Business,Medium,Debate,1,Business,Education,2237,Diploma,83.73,6
STU1616,17,Male,Public,Temburong,8.37,7.64,8,4,Health Sciences,Politeknik Brunei,0,IT,Medium,None,0,Science,Business,1902,Diploma,85.63,9
STU1617,17,Female,Public,Belait,8.29,4.99,9,4,Education,Politeknik Brunei,0,Education,Low,Science Fair,1,Humanities,IT,4946,High School,97.63,18
STU1618,21,Male,Public,Brunei-Muara,5.71,8.13,9,2,Health Sciences,International Graduate Studies College,1,Health Sciences,High,Arts,0,Technology,Business,4729,Diploma,99.21,19
STU1619,17,Male,Public,Tutong,6,6.9,9,3,Health Sciences,Micronet International College,0,IT,High,Debate,1,Technology,Education,2758,Degree,99.64,13
STU1620,18,Female,Public,Brunei-Muara,2.14,7.74,4,3,Health Sciences,Universiti Brunei Darussalam,0,Business,Low,Arts,0,Humanities,Education,1602,Diploma,94.97,16
STU1621,17,Female,Private,Belait,5.46,7.75,7,2,Business,Universiti Brunei Darussalam,0,IT,Medium,Science Fair,1,Technology,Education,2034,High School,90.26,15
STU1622,19,Female,Private,Temburong,2.35,2.41,5,4,Health Sciences,International Graduate Studies College,1,Education,Low,Sports,0,Science,Education,4929,Diploma,94.82,7
STU1623,19,Female,Private,Temburong,7.5,7.14,7,2,Engineering,Universiti Brunei Darussalam,0,Engineering,Medium,Sports,0,Arts,Education,1216,Degree,85.07,10
STU1624,17,Female,Public,Tutong,5.97,5.69,9,3,IT,Universiti Brunei Darussalam,0,Engineering,Medium,Sports,0,Business,Health Sciences,1401,Diploma,80.14,14
STU1625,20,Female,Public,Brunei-Muara,7.91,3.67,5,2,Business,Universiti Brunei Darussalam,0,Education,High,Arts,0,Humanities,Education,3852,Masters,94.54,19
STU1626,17,Male,Public,Tutong,2.22,4.4,7,2,Engineering,Politeknik Brunei,0,Health Sciences,Medium,Arts,1,Business,Health Sciences,3424,Masters,94.73,19
STU1627,19,Male,Public,Brunei-Muara,6.23,8.38,5,3,Business,Universiti Brunei Darussalam,1,Health Sciences,High,Science Fair,0,Arts,Business,3583,High School,83.12,11
STU1628,17,Female,Private,Belait,6.19,4.57,4,2,Engineering,Politeknik Brunei,1,Engineering,Low,Arts,1,Science,Education,1980,Diploma,94.56,10
STU1629,18,Female,Private,Belait,4.08,5.94,6,1,Engineering,Universiti Brunei Darussalam,0,Engineering,High,None,1,Technology,Engineering,3095,High School,83.38,12
STU1630,19,Female,Private,Belait,7.88,4.47,4,1,Health Sciences,Universiti Brunei Darussalam,0,Education,High,Arts,1,Business,Education,4221,Diploma,92.54,9
STU1631,19,Female,Private,Temburong,2.31,6.22,4,3,Education,Micronet International College,0,Education,Medium,Arts,0,Technology,IT,1514,Diploma,82.79,8
STU1632,19,Female,Public,Brunei-Muara,8.24,2.31,9,1,IT,Politeknik Brunei,0,IT,Medium,Science Fair,1,Arts,Business,4602,Degree,89.28,15
STU1633,21,Male,Public,Tutong,2.56,2.05,7,4,Education,Micronet International College,1,Health Sciences,Low,None,1,Arts,Business,4867,High School,99.3,15
STU1634,20,Male,Private,Brunei-Muara,2.49,4.6,9,3,IT,International Graduate Studies College,0,Health Sciences,Low,Arts,1,Technology,Business,3870,Degree,87.76,18
STU1635,17,Female,Private,Brunei-Muara,5.78,4.19,7,3,Business,International Graduate Studies College,1,Engineering,Medium,Arts,1,Technology,IT,4592,High School,97.12,8
STU1636,19,Male,Public,Tutong,8.15,2.22,7,1,Education,Micronet International College,1,Engineering,High,Sports,1,Science,Health Sciences,3549,Diploma,80.78,17
STU1637,18,Female,Private,Tutong,6.42,7.53,9,1,Business,Politeknik Brunei,1,Health Sciences,Medium,Arts,1,Technology,Education,2023,Diploma,95.62,11
STU1638,17,Female,Public,Belait,5.96,4.4,4,3,IT,Politeknik Brunei,0,IT,High,Arts,1,Business,Education,1729,High School,92.74,11
STU1639,18,Male,Private,Temburong,7.6,7.76,7,3,Education,International Graduate Studies College,1,IT,Low,Sports,0,Humanities,Business,3822,Degree,96.25,14
STU1640,19,Male,Private,Belait,6.72,6.97,8,2,Health Sciences,Micronet International College,0,Engineering,Medium,Arts,1,Arts,IT,2428,High School,81.1,8
STU1641,17,Female,Private,Temburong,2.03,3.73,5,3,Engineering,Micronet International College,1,Health Sciences,Low,None,1,Humanities,Education,1092,Diploma,80.05,18
STU1642,20,Female,Public,Belait,5.5,4.56,9,2,Health Sciences,Micronet International College,1,Education,Low,Science Fair,0,Humanities,Education,2002,Masters,88.03,9
STU1643,20,Female,Public,Brunei-Muara,8.89,8.75,7,2,IT,International Graduate Studies College,1,Engineering,Low,Debate,0,Humanities,IT,4946,Masters,76.6,8
STU1644,19,Female,Public,Belait,7.51,7.13,5,2,Education,Universiti Brunei Darussalam,0,Business,High,Debate,1,Technology,Business,1904,High School,75.25,12
STU1645,20,Male,Private,Belait,7.86,7.16,8,1,IT,International Graduate Studies College,0,IT,Low,Debate,0,Humanities,Education,3964,Diploma,88.61,15
STU1646,18,Male,Public,Belait,7.66,4.82,8,3,IT,Micronet International College,1,Business,Medium,None,1,Science,Education,4906,High School,99.57,15
STU1647,20,Male,Public,Brunei-Muara,5.64,7.36,4,4,Engineering,International Graduate Studies College,0,Health Sciences,Medium,Sports,0,Technology,Education,2575,Degree,90.88,10
STU1648,18,Male,Private,Tutong,2.6,5.45,6,1,IT,Universiti Brunei Darussalam,1,IT,Low,Science Fair,1,Humanities,Health Sciences,2904,Degree,95.85,8
STU1649,17,Male,Private,Tutong,8.57,2.55,7,4,Education,Universiti Brunei Darussalam,1,IT,High,Science Fair,0,Science,Business,3117,High School,91.44,19
STU1650,19,Female,Public,Belait,2.85,5.7,4,1,IT,International Graduate Studies College,0,Health Sciences,Medium,Debate,0,Business,Engineering,3091,Masters,77.28,10
STU1651,20,Male,Private,Tutong,8.21,8.97,4,2,Health Sciences,Universiti Brunei Darussalam,0,Health Sciences,High,Science Fair,0,Humanities,Business,2081,Diploma,79.46,10
STU1652,20,Female,Public,Temburong,2.57,2.28,8,4,Education,Universiti Brunei Darussalam,1,IT,Medium,Sports,1,Humanities,IT,4454,High School,79.9,7
STU1653,18,Male,Public,Brunei-Muara,5.75,4.75,9,3,IT,Universiti Brunei Darussalam,1,Business,Low,Science Fair,0,Science,Engineering,2526,High School,98.13,11
STU1654,19,Male,Public,Tutong,4.05,5.79,4,4,Health Sciences,Micronet International College,0,Engineering,Medium,Debate,1,Science,IT,4657,Masters,90.28,12
STU1655,17,Male,Public,Belait,7.1,6.05,8,3,Health Sciences,Micronet International College,1,IT,Medium,Science Fair,1,Technology,Business,3690,Masters,78.37,10
STU1656,17,Male,Private,Belait,2.97,6.06,4,3,Business,Politeknik Brunei,0,Engineering,High,Sports,1,Arts,IT,4673,Degree,76.73,14
STU1657,18,Female,Public,Tutong,4.76,6.06,9,1,Education,Politeknik Brunei,1,Health Sciences,Medium,Science Fair,0,Business,Education,1069,Degree,81.05,15
STU1658,19,Female,Public,Belait,5.89,6.07,4,3,Education,Politeknik Brunei,0,Health Sciences,Medium,None,1,Science,Engineering,3743,Degree,75.29,18
STU1659,20,Female,Private,Tutong,4.58,7.04,8,4,Business,International Graduate Studies College,1,Education,High,None,1,Science,IT,1920,High School,77.25,19
STU1660,17,Male,Private,Tutong,6.54,4.36,9,1,IT,International Graduate Studies College,1,IT,High,None,1,Science,Education,2916,Diploma,82.55,14
STU1661,20,Male,Private,Belait,6.35,8.51,9,3,Health Sciences,Micronet International College,1,Education,High,Science Fair,1,Business,Business,1575,High School,82.51,5
STU1662,19,Male,Public,Tutong,3.48,8.97,6,3,Education,Universiti Brunei Darussalam,1,Engineering,Low,Sports,1,Technology,Business,3500,Degree,88.85,5
STU1663,17,Male,Private,Brunei-Muara,3.8,5.06,8,3,Education,Politeknik Brunei,1,Engineering,Low,Sports,0,Technology,Education,1545,Diploma,95.57,8
STU1664,19,Female,Private,Belait,7.83,7.04,8,1,Education,Micronet International College,1,Education,Low,Debate,1,Science,Education,1757,Masters,95.19,9
STU1665,20,Male,Public,Brunei-Muara,6.63,8.32,6,1,Education,Politeknik Brunei,1,Health Sciences,High,Arts,0,Business,Engineering,3549,High School,96.39,17
STU1666,20,Female,Private,Tutong,3.52,8.47,8,2,Engineering,Politeknik Brunei,0,Engineering,Low,Sports,0,Science,Business,3936,Degree,95.1,12
STU1667,21,Female,Private,Tutong,8.19,4.49,6,1,Business,International Graduate Studies College,1,Education,High,Science Fair,1,Arts,Health Sciences,1465,High School,81.53,17
STU1668,19,Female,Private,Brunei-Muara,2.66,2.52,6,1,IT,Politeknik Brunei,1,Health Sciences,Low,Arts,0,Arts,Health Sciences,1036,Masters,98.79,11
STU1669,19,Female,Public,Tutong,3.99,8.76,7,1,Education,Micronet International College,1,Health Sciences,High,Science Fair,1,Arts,IT,4563,Diploma,91.03,17
STU1670,18,Male,Private,Belait,4.09,5.42,8,3,IT,Micronet International College,0,IT,Low,Science Fair,0,Business,Education,1756,Masters,82.22,7
STU1671,17,Female,Public,Brunei-Muara,7.27,4.68,8,1,Business,Micronet International College,1,Engineering,High,Sports,1,Technology,Business,1643,Masters,75.1,6
STU1672,17,Male,Private,Temburong,7.98,6.56,8,2,Health Sciences,Micronet International College,0,Business,Low,Sports,1,Technology,IT,4977,Masters,86.7,10
STU1673,20,Female,Public,Brunei-Muara,7.95,3.97,4,3,Business,International Graduate Studies College,1,Education,Low,Debate,0,Arts,Engineering,1059,Masters,85.69,8
STU1674,18,Female,Private,Belait,8.93,6.15,8,3,Education,Politeknik Brunei,0,Education,Medium,Sports,1,Humanities,Education,1235,Diploma,97.03,12
STU1675,21,Female,Private,Temburong,5.83,3.28,4,1,Engineering,Universiti Brunei Darussalam,1,IT,High,Science Fair,0,Humanities,Engineering,4114,High School,75.82,17
STU1676,21,Male,Public,Temburong,5.22,3.44,8,1,Business,Universiti Brunei Darussalam,1,Engineering,Medium,None,0,Arts,Business,2881,Masters,79.25,8
