Student_ID,Gender,Age,School_Type,District,Family_Income,Parent_Education_Level,Preferred_Program,Recommended_Program,Applied_Institution,Enrolled,Success_Level,Previous_Achievements,Extra_Curricular,Interest_Areas,Attendance,Study_Hours,O_Level_Mathematics,O_Level_English,O_Level_Malay_Language,O_Level_Islamic_Religious_Knowledge,O_Level_Chemistry,O_Level_Biology,O_Level_Physics,O_Level_Combined_Science,O_Level_Commerce,O_Level_Economics,O_Level_Computer_Science,O_Level_Additional_Maths,A_Level_Mathematics,A_Level_English,A_Level_Chemistry,A_Level_Biology,A_Level_Physics,A_Level_Commerce,A_Level_Economics,A_Level_Computer_Science,O_Level_Credits,A_Level_Credits,O_Level_Results,A_Level_Results
STU1749,Male,16,International,Brunei-Muara,2002,Degree,Health Sciences,Health Sciences,Politeknik Brunei,1,High,Sports,1,Technology,92.86,11,A,C,U,A,B,C,D,U,D,C,E,U,,,,,,,,,6,0,3.86,7.68
STU1750,Female,17,Private,Belait,2100,Postgraduate,IT,Business,Politeknik Brunei,1,Medium,None,1,Business,86.37,18,B,D,B,U,C,B,C,D,A,E,U,U,,,,,,,,,6,0,2.7,3.13
STU1751,Female,19,International,Belait,4101,Degree,Business,IT,Politeknik Brunei,0,Medium,None,0,Technology,99.01,8,A,C,D,E,C,E,D,B,U,U,U,U,,,,,,,,,4,0,3.36,2.01
STU1752,Male,19,International,Tutong,5753,Masters Degree,IT,Education,Universiti Brunei Darussalam,1,High,None,1,Business,99.72,13,C,B,D,D,E,B,U,B,D,C,E,A,,,,,,D,,,6,0,4.11,7.8
STU1753,Male,17,Public,Belait,1813,Masters Degree,Health Sciences,Health Sciences,Universiti Brunei Darussalam,1,Medium,Science Fair,1,Business,88.85,12,U,B,C,A,C,C,C,D,D,D,B,C,,,,,,,,,8,0,6.22,3.21
STU1754,Male,20,Private,Brunei-Muara,2377,Masters Degree,Engineering,Education,Universiti Brunei Darussalam,0,Medium,Sports,0,Business,84.41,17,D,E,C,B,U,E,C,A,C,E,C,E,,,,,,,,U,6,0,6.96,8.05
STU1755,Female,18,International,Brunei-Muara,6792,Diploma,Health Sciences,Education,Micronet International College,1,High,Debate,1,Business,77.53,10,E,B,E,C,B,C,D,A,E,D,A,D,,,,,,,,,6,0,4.36,2.89
STU1756,Male,16,Private,Tutong,8557,Masters Degree,Business,IT,International Graduate Studies College,1,High,Sports,0,Science,80.08,14,E,C,U,A,E,D,B,D,C,U,A,D,,,,,,,,,5,0,5.18,4.39
STU1757,Female,19,Private,Temburong,2787,Masters Degree,Business,Health Sciences,Universiti Brunei Darussalam,0,Medium,Debate,0,Technology,87.06,6,U,A,C,E,B,A,B,U,E,C,A,A,,,,,B,C,A,,8,3,8.46,3.04
STU1758,Male,19,International,Brunei-Muara,9090,Postgraduate,Education,Health Sciences,International Graduate Studies College,0,High,Sports,0,Technology,87.58,6,E,U,B,A,E,C,E,D,B,B,B,E,E,,,,,,,,6,0,5.4,3.52
STU1759,Female,17,Public,Temburong,1125,Degree,Health Sciences,Education,Universiti Brunei Darussalam,1,High,Science Fair,0,Arts,83.8,17,E,U,E,D,A,D,D,U,D,D,B,E,A,,,U,,,,E,2,1,5.52,6.01
STU1760,Male,18,Private,Belait,6882,Masters Degree,Business,Health Sciences,Universiti Brunei Darussalam,0,Medium,Arts,1,Business,93.6,13,U,C,C,E,E,B,C,D,A,E,C,C,,,,,,,,,7,0,8.69,6.17
STU1761,Female,16,International,Tutong,5307,Postgraduate,IT,Engineering,Micronet International College,0,Low,Science Fair,0,Science,77.63,12,U,B,A,C,D,E,D,A,E,D,E,B,B,,,,,U,,U,5,1,5.16,6.81
STU1762,Male,18,Private,Belait,3148,Diploma,IT,IT,Micronet International College,0,High,Debate,0,Humanities,79.64,11,D,D,A,U,U,E,D,C,A,D,B,E,,,,,,,,,4,0,7.59,7.91
STU1763,Male,17,Public,Tutong,1000,Postgraduate,Education,Education,Politeknik Brunei,1,Low,Science Fair,1,Humanities,95.88,15,E,U,E,D,E,C,A,E,D,E,B,A,,U,E,,,,,E,4,0,4.18,8.79
STU1764,Female,16,Private,Tutong,8024,Masters Degree,Business,Business,Universiti Brunei Darussalam,0,Medium,None,1,Arts,91.11,17,A,A,D,D,B,D,E,D,E,U,C,C,,E,B,,,,,,5,1,6.54,4.22
STU1765,Female,20,Public,Temburong,4069,Postgraduate,Health Sciences,Business,Politeknik Brunei,0,High,Debate,1,Science,95.29,17,A,U,U,E,B,C,D,C,C,B,D,B,,,,,,,,,7,0,8.34,6.26
STU1766,Female,16,International,Belait,6313,Degree,Health Sciences,IT,Micronet International College,1,Medium,Sports,0,Science,99.68,11,B,U,C,U,E,C,C,C,U,E,C,B,U,,,E,,D,,,7,0,4.91,5.54
STU1767,Male,20,International,Brunei-Muara,1591,Diploma,Engineering,IT,Micronet International College,1,Low,Debate,1,Humanities,78.54,12,B,D,B,C,A,E,U,A,E,E,D,C,,,,,,,,,6,0,2.35,2.39
STU1768,Female,18,Private,Tutong,4262,Diploma,Health Sciences,IT,Politeknik Brunei,0,Medium,None,1,Humanities,81.41,13,C,C,D,B,U,E,C,D,D,U,E,A,,,,,,,,,5,0,3.12,7.07
STU1769,Female,18,Public,Tutong,6550,Diploma,Education,Health Sciences,Micronet International College,1,Medium,None,0,Technology,80.29,6,D,D,C,A,E,E,E,B,U,U,E,C,,,,,,,,,4,0,3.29,5.61
STU1770,Male,19,International,Tutong,7402,Masters Degree,Engineering,Engineering,International Graduate Studies College,0,Low,Science Fair,1,Science,87.19,14,D,U,D,U,B,B,A,B,E,E,B,B,,,,,,,,,6,0,7.9,7.84
STU1771,Female,18,Private,Tutong,1378,Degree,Engineering,Health Sciences,International Graduate Studies College,0,Medium,None,1,Science,93.12,15,B,D,B,E,C,B,D,C,U,E,A,B,,,,,,,,,7,0,4.43,3.95
STU1772,Male,20,International,Temburong,2000,Masters Degree,Education,IT,International Graduate Studies College,1,Low,Arts,0,Technology,77.8,16,E,U,B,E,B,U,E,B,B,D,B,E,,C,,B,,B,,,5,3,2.65,5.96
STU1773,Male,16,Private,Brunei-Muara,2322,Diploma,Business,Engineering,Politeknik Brunei,1,Low,Science Fair,0,Technology,77.94,18,A,A,D,A,B,B,E,C,B,E,A,B,,,,,,,,,9,0,7.45,5.33
STU1774,Male,19,International,Brunei-Muara,7307,Degree,Health Sciences,Engineering,Micronet International College,0,Medium,None,1,Business,76.52,6,B,B,A,U,E,A,E,A,E,U,C,U,,,,,,,,,6,0,8.24,3.59
STU1775,Female,18,International,Brunei-Muara,4833,Diploma,Education,Health Sciences,International Graduate Studies College,0,High,Science Fair,0,Humanities,86.01,10,U,C,B,U,U,A,B,D,A,A,E,E,,,,,,,,,6,0,4.79,8.49
STU1776,Male,20,International,Brunei-Muara,4844,Degree,Engineering,IT,Politeknik Brunei,1,Low,Debate,1,Arts,80.99,8,B,C,A,D,C,A,C,C,A,D,C,C,,,,,,,,B,10,1,3.63,6.18
STU1777,Female,18,International,Tutong,6694,Postgraduate,Engineering,Business,International Graduate Studies College,1,Medium,Debate,1,Science,94.69,14,D,B,D,A,D,E,U,D,A,U,B,D,,,,,,,,,4,0,2.74,4.46
STU1778,Male,19,Private,Belait,9940,Diploma,Education,Health Sciences,Universiti Brunei Darussalam,0,Medium,Arts,0,Science,91.93,11,E,D,B,B,U,A,A,C,E,U,A,C,,,,,,,,,7,0,6.07,5.6
STU1779,Male,20,Private,Temburong,3245,Masters Degree,Education,Business,Universiti Brunei Darussalam,1,Medium,Science Fair,0,Humanities,98.4,9,D,D,C,E,E,A,A,C,B,E,E,E,,,,,,,,,5,0,8.74,2.25
STU1780,Male,20,Public,Temburong,4312,Degree,Health Sciences,Business,Micronet International College,1,Medium,Science Fair,1,Technology,99.56,12,C,E,C,A,D,U,E,U,E,U,C,A,,,,,,,,,5,0,5.4,4.88
STU1781,Female,18,Private,Brunei-Muara,8401,Postgraduate,Engineering,IT,Micronet International College,1,High,Debate,1,Arts,80.41,16,D,U,B,C,A,U,A,U,C,E,C,E,,,,,,,,,6,0,7.43,4.11
STU1782,Male,18,International,Brunei-Muara,9464,Postgraduate,Engineering,Education,International Graduate Studies College,0,High,Science Fair,1,Technology,96.38,15,A,B,U,D,E,U,C,C,A,U,E,A,,,,,,,,,6,0,6.88,3.96
STU1783,Female,19,Public,Tutong,7560,Postgraduate,Engineering,IT,Micronet International College,1,Medium,None,1,Humanities,99.6,5,B,D,U,D,B,B,U,A,D,B,U,C,,,,B,,B,U,,6,2,6.35,5.42
STU1784,Female,16,Private,Belait,6003,Postgraduate,Business,Business,Universiti Brunei Darussalam,0,Low,Debate,0,Humanities,78.52,6,C,A,B,C,D,E,A,E,E,A,A,U,D,,,U,,,A,,7,1,5.74,6.06
STU1785,Female,17,Public,Temburong,9215,Masters Degree,IT,IT,Universiti Brunei Darussalam,1,High,Science Fair,0,Arts,92.75,17,C,D,U,U,C,U,U,B,E,A,E,C,,B,,,,,,,5,1,2.01,8.79
STU1786,Male,20,Private,Brunei-Muara,3578,Diploma,Business,Business,Universiti Brunei Darussalam,1,High,Arts,0,Humanities,79.66,14,B,C,D,D,C,A,B,U,A,B,B,U,,,,,,,,,8,0,3.3,8.93
STU1787,Female,16,Public,Temburong,8492,Degree,Education,Business,Universiti Brunei Darussalam,0,High,Sports,1,Business,78.34,17,C,U,D,C,U,E,B,U,C,C,U,C,,U,,,A,B,,,6,2,2.43,2.96
STU1788,Female,17,International,Temburong,6448,Degree,IT,Engineering,Universiti Brunei Darussalam,0,Medium,Debate,1,Technology,95.58,16,E,E,U,B,B,D,E,E,U,E,U,C,,,,,,,,,3,0,4.89,8.23
STU1789,Female,18,Public,Temburong,9171,Masters Degree,Engineering,Business,Micronet International College,1,Low,Debate,0,Business,85.07,10,C,A,D,A,E,U,B,E,E,B,D,D,,,,,,,,,5,0,5.39,5.66
STU1790,Female,19,Public,Temburong,6305,Postgraduate,Education,Education,Universiti Brunei Darussalam,1,Medium,Debate,0,Business,90.29,12,D,B,C,E,A,D,U,U,C,U,B,E,,,,,,,,,5,0,5.99,3.64
STU1791,Female,18,Public,Belait,5011,Diploma,Engineering,Health Sciences,Micronet International College,0,Low,Arts,0,Business,95,11,E,E,B,B,U,D,A,U,E,E,E,A,,,,,,,,,4,0,6.8,6.32
STU1792,Female,20,International,Temburong,4775,Masters Degree,Health Sciences,IT,Politeknik Brunei,1,High,Sports,1,Science,99.14,17,D,E,D,A,A,U,C,C,E,U,A,U,C,,,C,,,,,5,2,8.62,4.54
STU1793,Female,18,Public,Brunei-Muara,4263,Masters Degree,Health Sciences,Business,Micronet International College,1,High,Arts,1,Humanities,91.63,5,B,U,B,U,C,B,B,D,C,A,U,E,,,D,,,,,,7,0,8.61,7.56
STU1794,Male,19,Public,Tutong,6553,Masters Degree,Engineering,Education,International Graduate Studies College,1,High,Science Fair,0,Humanities,94.9,6,E,B,D,D,U,U,B,U,B,A,A,E,,,,,,,,,5,0,3.48,6.51
STU1795,Male,19,Public,Tutong,8611,Postgraduate,IT,Engineering,International Graduate Studies College,1,High,Science Fair,1,Business,93,6,U,E,C,B,E,U,D,U,B,A,D,U,,,,,,,,,4,0,2.91,6.46
STU1796,Female,16,Private,Belait,1584,Diploma,Business,Health Sciences,Politeknik Brunei,0,Low,Debate,0,Technology,88.54,16,D,D,E,B,E,A,A,C,E,C,A,D,,D,,B,,E,,,6,1,7.03,6.56
STU1797,Female,16,Private,Temburong,4783,Degree,Education,Engineering,International Graduate Studies College,1,High,None,1,Arts,94.04,11,A,E,U,E,D,A,D,A,B,D,D,E,,D,C,,,,,C,4,2,8.48,8.45
STU1798,Male,16,International,Tutong,6634,Postgraduate,Business,Engineering,Micronet International College,1,Medium,Arts,0,Humanities,79.2,16,A,D,B,B,U,U,B,C,E,E,B,C,,,,,U,,,,7,0,2.95,8.7
STU1799,Male,19,International,Temburong,7225,Postgraduate,IT,Business,Micronet International College,1,Low,Debate,0,Arts,90.03,7,A,E,B,E,C,B,A,C,B,B,E,A,E,,,,,,,,9,0,5.49,7.73
STU1800,Male,18,Private,Brunei-Muara,4328,Degree,Business,Health Sciences,Micronet International College,1,Low,Sports,1,Business,88.79,19,C,C,E,B,E,A,E,D,C,U,U,A,,,C,,,,,A,6,2,2.13,6.85
STU1801,Female,18,International,Temburong,2519,Postgraduate,Health Sciences,IT,Politeknik Brunei,0,Medium,Debate,0,Arts,80.84,11,U,E,C,D,A,A,B,E,D,C,A,B,,,,,,,,,7,0,3.88,6.46
STU1802,Male,19,Private,Brunei-Muara,2498,Diploma,Education,IT,Politeknik Brunei,1,Medium,None,0,Science,97.71,7,C,C,B,E,B,U,B,B,U,D,E,A,E,C,,,,D,,,7,1,3.97,4.24
STU1803,Male,17,Public,Brunei-Muara,9603,Diploma,Business,Business,Universiti Brunei Darussalam,1,High,Sports,1,Business,89.76,9,U,B,B,C,D,E,A,E,C,B,B,D,,,,,,,,,7,0,3.49,8.79
STU1804,Male,17,International,Brunei-Muara,8934,Diploma,Health Sciences,IT,International Graduate Studies College,1,Low,Debate,1,Arts,88.99,19,E,A,E,D,D,E,A,D,D,U,D,D,,,,,,,,,2,0,3.55,2.83
STU1805,Female,17,International,Belait,3678,Masters Degree,Education,Education,International Graduate Studies College,0,Low,Debate,1,Science,99.11,19,D,B,U,D,A,C,E,C,U,D,U,E,U,,,,,C,A,,4,2,8.59,5.81
STU1806,Female,18,Private,Tutong,3664,Degree,Education,Education,Politeknik Brunei,0,Medium,Sports,1,Business,75.44,17,C,B,A,A,A,D,A,E,A,U,C,B,,,,,,,,,9,0,6.62,5.62
STU1807,Male,19,Public,Belait,9870,Postgraduate,Business,IT,International Graduate Studies College,1,High,Arts,0,Technology,93.88,11,D,D,U,B,E,A,U,D,C,D,D,A,,,,E,U,,,,4,0,8.33,3.06
STU1808,Male,20,International,Brunei-Muara,8022,Masters Degree,Business,Education,International Graduate Studies College,0,Low,None,0,Arts,90.04,9,C,A,B,A,D,A,A,D,U,B,E,U,,C,U,,,,,,7,1,4.31,4.64
STU1809,Male,18,Private,Tutong,8268,Postgraduate,Engineering,IT,Politeknik Brunei,0,High,Science Fair,1,Humanities,76.35,15,B,B,B,D,C,E,D,C,C,C,C,C,,A,,,,,,,9,1,8.83,4.01
STU1810,Female,16,International,Temburong,4734,Postgraduate,Business,Business,Micronet International College,0,Medium,Science Fair,1,Business,97.46,6,E,E,B,C,E,A,U,B,C,E,D,B,,,,,,,,,6,0,6.13,4.52
STU1811,Male,20,Public,Belait,9617,Postgraduate,Health Sciences,Engineering,International Graduate Studies College,0,Medium,None,0,Science,96.5,17,E,D,D,B,B,C,U,A,E,D,U,D,,,,,,C,,,4,1,3.49,3.7
STU1812,Female,17,Public,Brunei-Muara,9027,Diploma,Health Sciences,Engineering,Micronet International College,0,Medium,Arts,0,Business,76.76,11,A,U,A,A,B,D,U,E,A,D,U,U,,,,,,,,,5,0,6.13,2.69
STU1813,Male,18,Private,Tutong,8937,Diploma,Health Sciences,IT,Universiti Brunei Darussalam,1,Medium,Sports,0,Arts,98.26,11,B,E,C,A,E,C,B,A,A,C,A,D,,,D,,,,,,9,0,6.61,2.82
STU1814,Male,17,Private,Temburong,5489,Masters Degree,IT,IT,Micronet International College,1,Low,Arts,1,Technology,77.83,16,U,C,E,E,B,D,D,U,U,D,E,A,U,E,B,,,,,,3,1,8.55,5.52
STU1815,Female,19,Private,Temburong,9339,Degree,Engineering,IT,Micronet International College,1,Low,Debate,1,Technology,75.25,16,E,U,A,C,C,C,C,B,C,C,B,E,,,,,,,,B,9,1,3.75,6.68
STU1816,Male,18,International,Temburong,8413,Diploma,Business,Education,International Graduate Studies College,1,Medium,Science Fair,0,Science,79.09,11,U,U,D,U,D,C,B,A,A,D,E,D,,,,,,,,,4,0,3.48,5.29
STU1817,Male,20,Public,Temburong,5221,Postgraduate,Health Sciences,Engineering,Politeknik Brunei,0,Low,Debate,0,Business,99.7,11,D,A,A,C,D,E,A,D,A,A,A,C,A,,,,,A,,,8,2,7.04,7.57
STU1818,Male,17,Public,Temburong,9978,Diploma,Engineering,IT,Universiti Brunei Darussalam,1,Low,Science Fair,0,Humanities,93.48,17,C,C,C,A,A,A,A,B,E,A,U,U,,,,,,,,,9,0,4.95,6.22
STU1819,Female,19,Public,Brunei-Muara,5584,Postgraduate,Engineering,Education,Micronet International College,0,Low,Sports,0,Humanities,81.02,16,D,D,A,B,B,E,U,B,B,E,D,B,,,,,,,,,6,0,2.71,8.89
STU1820,Male,18,Public,Temburong,9117,Postgraduate,Education,Health Sciences,International Graduate Studies College,0,High,Arts,1,Science,99.41,15,D,A,U,E,E,B,C,E,B,A,E,D,,,,,,,,,5,0,5.44,2.54
STU1821,Male,20,Private,Brunei-Muara,4789,Diploma,IT,Business,Politeknik Brunei,1,Medium,Science Fair,0,Arts,77.81,7,C,U,E,B,A,E,B,U,E,A,B,D,,,,,,C,C,A,6,3,2,4.43
STU1822,Male,19,International,Temburong,1987,Masters Degree,Health Sciences,IT,Universiti Brunei Darussalam,1,Low,Science Fair,1,Science,76.02,5,E,B,D,D,B,D,C,A,E,B,E,D,,,,,,,,,5,0,6.93,8.77
STU1823,Male,17,Private,Temburong,5145,Postgraduate,Business,Health Sciences,International Graduate Studies College,0,Low,Science Fair,1,Humanities,79.69,15,B,U,C,C,A,B,B,U,C,B,E,E,,,,,,,,,8,0,7.78,7.63
STU1824,Female,17,International,Belait,6753,Masters Degree,Health Sciences,IT,International Graduate Studies College,0,Low,Debate,1,Arts,99.34,17,U,A,C,A,B,A,D,B,D,C,B,B,,,,,,,,,9,0,6.9,7.68
STU1825,Male,16,International,Temburong,2030,Degree,Engineering,Engineering,Politeknik Brunei,1,Medium,None,0,Arts,96.39,13,A,D,C,E,A,U,U,C,B,E,D,E,,,,,,,,,5,0,6.46,2.27
STU1826,Male,18,Public,Tutong,9644,Degree,Business,IT,Politeknik Brunei,0,High,None,0,Humanities,99.85,18,D,B,B,B,E,B,B,U,D,A,U,E,,,,,,A,,,6,1,5.32,4.49
STU1827,Female,16,International,Belait,8372,Postgraduate,IT,Business,Micronet International College,0,Low,Debate,1,Science,91.04,7,C,C,B,B,U,D,D,U,B,U,E,U,,,,,,,,,5,0,5.69,3.89
STU1828,Female,17,Public,Belait,5792,Masters Degree,IT,Education,Politeknik Brunei,1,Low,Arts,0,Science,77.73,16,D,E,U,B,A,A,A,B,U,B,B,B,A,,,,,,A,,8,2,6.83,2.5
STU1829,Female,18,Public,Brunei-Muara,5212,Postgraduate,IT,Health Sciences,Universiti Brunei Darussalam,0,High,Sports,0,Technology,81.29,11,B,B,U,A,C,U,D,B,C,A,E,U,,,,,,,,,7,0,7.9,4.21
STU1830,Male,20,Public,Brunei-Muara,3909,Masters Degree,Health Sciences,Engineering,International Graduate Studies College,0,Medium,Sports,1,Science,78.07,8,D,A,C,E,A,D,U,D,U,B,C,U,,U,,C,,,,E,5,1,7.88,2.91
STU1831,Male,17,Public,Brunei-Muara,2153,Degree,Business,Health Sciences,International Graduate Studies College,1,Low,Sports,1,Technology,99.28,15,U,D,A,C,D,B,U,C,E,B,A,U,,,,,,,,A,6,1,3.52,4.68
STU1832,Male,16,Public,Brunei-Muara,7224,Diploma,IT,Education,Politeknik Brunei,1,Low,Debate,1,Arts,90.3,13,A,D,D,C,E,C,B,B,B,B,C,B,,,,,,,,,9,0,2.8,4.8
STU1833,Male,17,Private,Temburong,9053,Postgraduate,Business,IT,International Graduate Studies College,1,Low,None,0,Technology,84.02,10,C,A,B,B,E,C,E,B,B,C,C,A,,,,,,,,,10,0,2.33,6.42
STU1834,Female,17,International,Brunei-Muara,9705,Diploma,Health Sciences,IT,Politeknik Brunei,1,Low,Science Fair,1,Science,79.54,13,C,C,C,E,A,U,A,A,A,D,B,U,,,,,,,,,8,0,4.67,4.15
STU1835,Female,18,Private,Brunei-Muara,3216,Diploma,IT,IT,Politeknik Brunei,0,Medium,Debate,0,Arts,76.21,17,E,U,C,A,E,D,A,B,C,B,C,C,,,U,,A,,E,,8,1,6.37,4.67
STU1836,Male,19,International,Temburong,5284,Diploma,Health Sciences,Education,Micronet International College,0,Low,Science Fair,1,Business,75.71,6,U,E,D,E,A,D,A,B,C,B,C,E,,,D,,,,,,6,0,3.89,3.26
STU1837,Female,16,Public,Belait,5817,Diploma,Education,IT,Politeknik Brunei,0,Low,Sports,0,Technology,84.77,15,C,A,B,A,A,A,A,B,U,E,B,U,,,,,,,,,9,0,6.27,3.11
STU1838,Female,20,International,Brunei-Muara,4232,Diploma,Education,Engineering,International Graduate Studies College,0,Low,Sports,0,Humanities,92.46,16,U,D,D,U,A,B,C,A,D,C,D,E,,,,,,,,,5,0,6.18,5.71
STU1839,Male,16,International,Belait,7328,Masters Degree,Business,Education,Universiti Brunei Darussalam,1,High,None,1,Business,82.87,11,D,B,D,B,D,C,U,E,B,U,U,A,,C,,C,,,,,5,2,3.77,5.9
STU1840,Male,17,Private,Tutong,1056,Masters Degree,Education,Engineering,International Graduate Studies College,0,Low,None,0,Humanities,87.64,10,U,A,A,B,B,C,D,E,B,D,D,U,,,,D,,U,,A,6,1,5.17,3.72
STU1841,Male,16,Private,Brunei-Muara,1033,Masters Degree,Health Sciences,Health Sciences,Universiti Brunei Darussalam,1,Medium,Arts,1,Science,76.62,19,C,B,D,E,U,U,A,C,E,C,B,D,,,,U,,,D,,6,0,2.76,8.88
STU1842,Male,19,Private,Belait,5246,Masters Degree,IT,Business,Politeknik Brunei,1,Low,Arts,0,Humanities,83.03,18,D,E,C,A,U,C,U,C,D,E,C,D,,,,,,,,,5,0,2.19,7.24
STU1843,Male,16,International,Belait,6887,Diploma,IT,IT,Universiti Brunei Darussalam,1,High,Debate,1,Humanities,85.22,13,U,E,A,A,U,E,E,E,A,C,E,C,,,,,C,,,C,5,2,3.76,8.54
STU1844,Female,18,International,Belait,5804,Degree,Health Sciences,Health Sciences,Universiti Brunei Darussalam,1,Low,Science Fair,0,Humanities,93.49,19,C,U,C,B,D,A,A,E,D,A,U,A,,,,,,,,,7,0,7.3,8.64
STU1845,Male,16,Private,Tutong,9947,Masters Degree,Engineering,Engineering,Micronet International College,0,Low,Arts,1,Business,77.78,15,U,A,E,D,B,B,E,E,C,U,U,D,,,,,,E,C,A,4,2,2.59,6.2
STU1846,Female,16,Public,Brunei-Muara,2209,Postgraduate,Engineering,Education,International Graduate Studies College,1,Medium,None,0,Science,80.56,8,B,U,U,U,B,U,B,B,A,E,U,D,,,,,,,,,5,0,6.6,5.56
STU1847,Male,20,International,Temburong,9183,Postgraduate,IT,Health Sciences,Micronet International College,1,High,None,1,Arts,90.63,13,A,E,D,D,A,A,A,D,E,E,C,D,,,,,,,,,5,0,8.14,3.1
STU1848,Female,19,International,Temburong,1862,Masters Degree,Education,Education,International Graduate Studies College,0,High,Debate,0,Arts,77.95,16,A,B,E,A,C,U,U,D,D,E,U,U,,,,,,,,,4,0,4.63,6.74
STU1849,Male,16,Private,Tutong,2176,Postgraduate,Health Sciences,Business,Micronet International College,0,High,Arts,0,Humanities,92.91,17,A,A,C,C,E,U,D,B,D,A,C,B,,,,U,,,,,8,0,8.35,7.38
STU1850,Male,18,Public,Brunei-Muara,6163,Degree,Education,IT,Universiti Brunei Darussalam,1,High,None,1,Technology,99.1,14,C,E,D,D,E,B,A,A,D,E,B,D,,E,,,,,,,5,0,7.66,3.01
STU1851,Female,16,Private,Belait,7697,Masters Degree,Engineering,IT,Politeknik Brunei,1,High,None,1,Humanities,82.91,17,B,C,B,D,D,E,E,B,E,E,C,U,,,,,,,,,5,0,7.38,3.96
STU1852,Male,19,Public,Temburong,4979,Degree,Health Sciences,Engineering,Universiti Brunei Darussalam,1,High,Sports,1,Technology,76.69,13,B,A,D,A,D,D,E,D,B,C,C,E,,,,D,A,,,A,6,2,7.98,5.16
STU1853,Male,19,International,Temburong,2450,Masters Degree,Education,Education,Micronet International College,0,Medium,Debate,1,Business,88.25,11,U,D,E,E,D,D,D,E,A,A,C,C,,,,,,,,,4,0,7.62,5.91
STU1854,Female,20,Private,Tutong,6081,Masters Degree,Business,Health Sciences,Micronet International College,0,High,Sports,0,Science,89.16,9,A,C,C,B,U,A,B,B,C,D,E,D,,C,,,,,C,,8,2,7.01,5.66
STU1855,Male,20,International,Brunei-Muara,8396,Degree,Health Sciences,Engineering,Micronet International College,0,High,Science Fair,1,Humanities,80,12,A,B,E,U,A,E,D,U,E,B,D,B,,,,,,,,,5,0,7.06,8.21
STU1856,Male,16,Public,Tutong,8099,Diploma,IT,Health Sciences,Politeknik Brunei,1,Low,None,1,Business,91.94,10,B,B,E,U,D,D,U,C,C,B,C,B,,,,,,,,,7,0,3.72,4.77
STU1857,Female,17,International,Temburong,3573,Diploma,Health Sciences,Education,Universiti Brunei Darussalam,1,Low,Arts,1,Business,78.58,12,D,D,D,D,D,B,A,E,U,D,E,D,,,,,,,,,2,0,8.83,2.86
STU1858,Female,19,Private,Belait,9614,Degree,Business,IT,International Graduate Studies College,0,Low,Science Fair,0,Business,98.83,10,B,A,D,C,E,B,D,U,E,B,B,E,C,,,,,,,,6,1,2.89,6.45
STU1859,Female,18,International,Brunei-Muara,7968,Masters Degree,Education,Engineering,International Graduate Studies College,1,Low,None,1,Arts,80.28,6,E,D,E,C,C,C,U,C,D,E,U,A,,,,,,,,E,5,0,5.93,5.85
STU1860,Male,18,International,Brunei-Muara,4067,Degree,Engineering,Health Sciences,Micronet International College,0,Medium,None,1,Humanities,99.97,19,C,D,C,U,E,C,B,B,U,A,E,C,,,,,,,,,7,0,7.31,3.37
STU1861,Female,18,Private,Belait,7782,Diploma,IT,Education,Universiti Brunei Darussalam,1,High,Debate,1,Humanities,91.17,10,C,B,C,A,U,B,A,D,B,U,D,A,,D,,D,,,,A,8,1,5.55,5.14
STU1862,Female,17,Private,Temburong,8068,Diploma,Business,Business,Politeknik Brunei,0,Low,Arts,1,Business,84.66,14,A,U,B,D,A,D,U,D,A,D,C,U,,,,,,,,,5,0,5.3,4.07
STU1863,Female,20,Public,Brunei-Muara,1865,Degree,Health Sciences,Business,International Graduate Studies College,1,High,Debate,1,Business,79.08,19,C,U,D,C,C,U,U,D,E,A,U,C,,,U,U,,,,,5,0,5.11,7.82
STU1864,Male,19,International,Temburong,5671,Diploma,Education,Education,Micronet International College,1,Low,None,0,Technology,82.98,12,D,U,C,D,C,E,U,C,U,D,C,U,,,,,,,,,4,0,2.5,8.94
STU1865,Female,18,Public,Brunei-Muara,7385,Degree,Engineering,Health Sciences,Micronet International College,0,High,Debate,0,Technology,84.93,16,E,A,U,A,B,C,D,C,E,B,C,B,,,,C,A,,E,,8,2,7.97,7.05
STU1866,Female,19,International,Tutong,6290,Diploma,Engineering,Engineering,International Graduate Studies College,1,High,Arts,0,Science,97.04,8,D,E,D,D,D,C,C,C,B,A,U,C,,,,,,,,,6,0,2.23,8.81
STU1867,Male,20,Public,Brunei-Muara,5942,Degree,IT,Business,International Graduate Studies College,0,Low,None,1,Technology,99.22,9,U,A,C,B,U,E,D,E,U,B,D,C,,,,U,,U,,D,5,0,8.7,3.06
STU1868,Male,18,Private,Tutong,5412,Diploma,Education,Education,Politeknik Brunei,1,Low,Science Fair,0,Science,77.64,16,U,U,A,B,C,E,U,E,C,C,C,E,A,D,A,,,,,,6,2,5.96,5.2
STU1869,Male,18,Public,Temburong,9165,Diploma,Education,Education,International Graduate Studies College,1,High,None,0,Business,85.1,18,A,B,A,U,C,A,D,A,D,B,B,D,,,,,,,,,8,0,4.99,7.24
STU1870,Male,18,International,Tutong,5189,Diploma,Business,Engineering,Micronet International College,1,High,None,0,Science,86.93,11,A,U,E,C,C,B,C,U,E,B,D,B,,,,,,,,,7,0,7.15,7.54
